LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESE SIMP.
"STR_SMP_00107"," Лидер: "," Leader: "," Leader: "," Leader: "," Лидер: "," Leader: "," Leader: "," Leader: "," Leader: "," Leader: "," Leader: "," Leader: "," Leader: "," Leader: "
"STR_SMP_00108"," Максимальный уровень достигнут."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," Максимальный уровень достигнут."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."," The maximum level has been reached."
"STR_SMP_00109"," Награда: "," Reward: "," Reward: "," Reward: "," Награда: "," Reward: "," Reward: "," Reward: "," Reward: "," Reward: "," Reward: "," Reward: "," Reward: "," Reward: "
"STR_SMP_00110"," Обновление через: "," Update via: "," Update via: "," Update via: "," Обновление через: "," Update via: "," Update via: "," Update via: "," Update via: "," Update via: "," Update via: "," Update via: "," Update via: "," Update via: "
"STR_SMP_00111"," Осталось: "," Remaining: "," Remaining: "," Remaining: "," Осталось: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "," Remaining: "
"STR_SMP_00112"," Положил: "," Put: "," Put: "," Put: "," Положил: "," Put: "," Put: "," Put: "," Put: "," Put: "," Put: "," Put: "," Put: "," Put: "
"STR_SMP_00113"," Прогресс: "," Progress: "," Progress: "," Progress: "," Прогресс: "," Progress: "," Progress: "," Progress: "," Progress: "," Progress: "," Progress: "," Progress: "," Progress: "," Progress: "
"STR_SMP_00114"," Продавец: "," Seller: "," Seller: "," Seller: "," Продавец: "," Seller: "," Seller: "," Seller: "," Seller: "," Seller: "," Seller: "," Seller: "," Seller: "," Seller: "
"STR_SMP_00115"," Следующая ставка: "," Next rate: "," Next rate: "," Next rate: "," Следующая ставка: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "," Next rate: "
"STR_SMP_00116"," Следующий: ур. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Следующий: ур. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "," Next: Lv. "
"STR_SMP_00117"," Создал: "," Created by: "," Created by: "," Created by: "," Создал: "," Created by: "," Created by: "," Created by: "," Created by: "," Created by: "," Created by: "," Created by: "," Created by: "," Created by: "
"STR_SMP_00118"," Создание недоступно по званию."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," Создание недоступно по званию."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."," The creature is not available by rank."
"STR_SMP_00119"," Состояние: "," Condition: "," Condition: "," Condition: "," Состояние: "," Condition: "," Condition: "," Condition: "," Condition: "," Condition: "," Condition: "," Condition: "," Condition: "," Condition: "
"STR_SMP_00120"," Старт: "," Start: "," Start: "," Start: "," Старт: "," Start: "," Start: "," Start: "," Start: "," Start: "," Start: "," Start: "," Start: "," Start: "
"STR_SMP_00121"," Статус: "," Status: "," Status: "," Status: "," Статус: "," Status: "," Status: "," Status: "," Status: "," Status: "," Status: "," Status: "," Status: "," Status: "
"STR_SMP_00122"," Статус: в процессе"," Status: in progress"," Status: in progress"," Status: in progress"," Статус: в процессе"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"," Status: in progress"
"STR_SMP_00123"," Статус: выполнено"," Status: completed"," Status: completed"," Status: completed"," Статус: выполнено"," Status: completed"," Status: completed"," Status: completed"," Status: completed"," Status: completed"," Status: completed"," Status: completed"," Status: completed"," Status: completed"
"STR_SMP_00124"," Статус: награда получена"," Status: reward received"," Status: reward received"," Status: reward received"," Статус: награда получена"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"," Status: reward received"
"STR_SMP_00125"," Текущая ставка: "," Current rate: "," Current rate: "," Current rate: "," Текущая ставка: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "," Current rate: "
"STR_SMP_00126"," Цена: "," Price: "," Price: "," Price: "," Цена: "," Price: "," Price: "," Price: "," Price: "," Price: "," Price: "," Price: "," Price: "," Price: "
"STR_SMP_00127"," Шаг: "," Step: "," Step: "," Step: "," Шаг: "," Step: "," Step: "," Step: "," Step: "," Step: "," Step: "," Step: "," Step: "," Step: "
"STR_SMP_00128"," Штраф отказа: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Штраф отказа: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "," Refusal penalty: "
"STR_SMP_00129","! Склад: ","! Storage: ","! Storage: ","! Storage: ","! Склад: ","! Storage: ","! Storage: ","! Storage: ","! Storage: ","! Storage: ","! Storage: ","! Storage: ","! Storage: ","! Storage: "
"STR_SMP_00130","!mute <ник/steamid> <минуты> [причина] | !unmute <ник/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <ник/steamid> <минуты> [причина] | !unmute <ник/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist","!mute <nickname/steamid> <minutes> [reason] | !unmute <nickname/steamid> | !mutelist"
